"register_id","name","institution_id","institution_name","created","modified","addresses_roadtype_id","addresses_roadtype_name","addresses_road_id","addresses_road_name","addresses_start_street_number","addresses_end_street_number","addresses_neighborhood_id","addresses_neighborhood_name","addresses_district_id","addresses_district_name","addresses_zip_code","addresses_town","addresses_main_address","addresses_type","values_id","values_attribute_id","values_category","values_attribute_name","values_value","values_outstanding","values_description","secondary_filters_id","secondary_filters_name","secondary_filters_fullpath","secondary_filters_tree","secondary_filters_asia_id","geo_epgs_25831_x","geo_epgs_25831_y","geo_epgs_4326_x","geo_epgs_4326_y","estimated_dates","start_date","end_date"
"﻿98307125139","Centre de Formació de Persones Adultes Palau de Mar",,,"1998-11-03T00:00:00+01:00","2022-09-17T05:43:40.428534+02:00",,,349706,"C Comte d'Urgell",187,,9,"la Nova Esquerra de l'Eixample",2,"Eixample",8036,"BARCELONA","True",,201209,20001,"Telèfons","Tel.",932292130,"True",,56733068,"Adults","Planol BCN >> Educació >> Ensenyament no reglat >> Adults",651,65103003002000,"428820.17681704764","4582174.091642074","41.38794811079514","2.148636664261424",,,
"﻿98307125520","Centre de Formació de Persones Adultes Maria Rúbies",,,"1998-11-03T00:00:00+01:00","2022-09-17T05:43:42.354839+02:00",,,701367,"Rbla Raval",29,,1,"el Raval",1,"Ciutat Vella",8001,"BARCELONA","True",,200365,20001,"Telèfons","Tel.",933103094,"True",,56733068,"Adults","Planol BCN >> Educació >> Ensenyament no reglat >> Adults",651,65103003002000,"430594.1637911806","4581119.333304636","41.37860325209818","2.1699735143707626",,,
"﻿99400394951","Escola d'Idiomes DinoCrocs *Bonanova",,,"2015-08-28T09:57:57+02:00","2023-03-13T11:33:13.634618+01:00",,,97308,"C Dalmases",81,,25,"Sant Gervasi - la Bonanova",5,"Sarrià-Sant Gervasi",8022,"BARCELONA","True",,227211,20001,"Telèfons","Tel.",933154951,"True",,56733069,"Idiomes","Planol BCN >> Educació >> Ensenyament no reglat >> Idiomes",651,65103003002001,"427374.1734770855","4584005.569468655","41.40431420737963","2.1311236223227494",,,
"﻿92086007303","Institut Obert de Catalunya",,,"1984-05-30T00:00:00+02:00","2023-02-01T15:33:33.407712+01:00",,,198804,"Av Paral.lel",71,,11,"el Poble-sec",3,"Sants-Montjuïc",8004,"BARCELONA","True",,162257,20001,"Telèfons","Tel.",933476100,"True",,56733068,"Adults","Planol BCN >> Educació >> Ensenyament no reglat >> Adults",651,65103003002000,"430450.8092717732","4580699.945369046","41.37481357415832","2.168307428596343",,,
"﻿92086007303","Institut Obert de Catalunya",,,"1984-05-30T00:00:00+02:00","2023-02-01T15:33:33.407712+01:00",,,198804,"Av Paral.lel",71,,11,"el Poble-sec",3,"Sants-Montjuïc",8004,"BARCELONA","True",,162257,20001,"Telèfons","Tel.",933476100,"True",,56733069,"Idiomes","Planol BCN >> Educació >> Ensenyament no reglat >> Idiomes",651,65103003002001,"430450.8092717732","4580699.945369046","41.37481357415832","2.168307428596343",,,
"﻿92086007303","Institut Obert de Catalunya",,,"1984-05-30T00:00:00+02:00","2023-02-01T15:33:33.407712+01:00",,,198804,"Av Paral.lel",71,,11,"el Poble-sec",3,"Sants-Montjuïc",8004,"BARCELONA","True",,162257,20001,"Telèfons","Tel.",933476100,"True",,56732069,"Educació secundària","Planol BCN >> Educació >> Ensenyament reglat >> Educació secundària",651,65103003001001,"430450.8092717732","4580699.945369046","41.37481357415832","2.168307428596343",,,
"﻿92086007303","Institut Obert de Catalunya",,,"1984-05-30T00:00:00+02:00","2023-02-01T15:33:33.407712+01:00",,,198804,"Av Paral.lel",71,,11,"el Poble-sec",3,"Sants-Montjuïc",8004,"BARCELONA","True",,162257,20001,"Telèfons","Tel.",933476100,"True",,56732073,"Formació professional","Planol BCN >> Educació >> Ensenyament reglat >> Formació professional",651,65103003001005,"430450.8092717732","4580699.945369046","41.37481357415832","2.168307428596343",,,
"﻿99284172339","Vèrtex",,,"1999-10-11T00:00:00+02:00","2022-09-17T05:54:04.951612+02:00",,,282401,"Riera de Sant Miquel",1,,31,"la Vila de Gràcia",6,"Gràcia",8006,"BARCELONA","True",,203889,20001,"Telèfons","Tel.",934153547,"True",,56733069,"Idiomes","Planol BCN >> Educació >> Ensenyament no reglat >> Idiomes",651,65103003002001,"429626.1347820281","4583135.107434843","41.39667455775213","2.158163847833513",,,
"﻿99400676991","Centre de Formació Professional Cruïlla",,,"2021-09-28T09:13:51.427679+02:00","2022-06-29T10:00:24.289116+02:00",,,111908,"Avinguda d'Escolapi Càncer",4,4,54,"Torre Baró",8,"Nou Barris",8033,"Barcelona","True",,,,,,,,,56733068,"Adults","Planol BCN >> Educació >> Ensenyament no reglat >> Adults",651,65103003002000,"431564.31574354996","4590101.292519781","41.459583794975394","2.1805581491479247",,,
"﻿99400676991","Centre de Formació Professional Cruïlla",,,"2021-09-28T09:13:51.427679+02:00","2022-06-29T10:00:24.289116+02:00",,,111908,"Avinguda d'Escolapi Càncer",4,4,54,"Torre Baró",8,"Nou Barris",8033,"Barcelona","True",,,,,,,,,56732073,"Formació professional","Planol BCN >> Educació >> Ensenyament reglat >> Formació professional",651,65103003001005,"431564.31574354996","4590101.292519781","41.459583794975394","2.1805581491479247",,,
"﻿99400666198","Escola d'Idiomes DinoCrocs *Poblenou",,,"2021-03-20T17:43:00.475367+01:00","2022-09-17T11:26:15.354600+02:00",,,196707,"Carrer de Marià Aguiló",1,3,68,"el Poblenou",10,"Sant Martí",8005,"Barcelona","True",,402434,20001,"Telèfons","Tel.",933154951,"True",,56733069,"Idiomes","Planol BCN >> Educació >> Ensenyament no reglat >> Idiomes",651,65103003002001,"427374.1734770855","4584005.569468655","41.40431420737963","2.1311236223227494",,,
"﻿1131123715","Escola Àrea de Formació",92086009686,"Micro, Petita i Mitjana Empresa de Catalunya","2001-05-11T00:00:00+02:00","2022-09-17T02:23:18.713565+02:00",,,361406,"Viladomat",174,,9,"la Nova Esquerra de l'Eixample",2,"Eixample",8015,"BARCELONA","True",,131840,20001,"Telèfons","Tel.",934964500,"True",,56733070,"Informàtica","Planol BCN >> Educació >> Ensenyament no reglat >> Informàtica",651,65103003002002,"429131.0048989776","4581684.038489526","41.383561820394064","2.152411330499391",,,
"﻿99400059887","Escola Oficial d'Idiomes Barcelona III - Sant Gervasi",,,"2003-09-04T13:57:12+02:00","2021-07-19T22:11:28.529416+02:00",,,267000,"Av Príncep d'Astúries",23,,27,"el Putxet i el Farró",5,"Sarrià-Sant Gervasi",8012,"BARCELONA","True",,207595,20001,"Telèfons","Tel.",932411633,"True",,56733069,"Idiomes","Planol BCN >> Educació >> Ensenyament no reglat >> Idiomes",651,65103003002001,"428943.3132684167","4583839.816418481","41.402961556389265","2.1499138529317703",,,
"﻿99400059894","Escola Oficial d'Idiomes Barcelona V - Sants",,,"2003-09-04T14:09:47+02:00","2021-08-31T10:02:06.068500+02:00",,,88001,"C Comtes de Bell-lloc",85,,18,"Sants",3,"Sants-Montjuïc",8014,"BARCELONA","True",,207596,20001,"Telèfons","Tel.",936671894,"True",,56733069,"Idiomes","Planol BCN >> Educació >> Ensenyament no reglat >> Idiomes",651,65103003002001,"427869.6442354749","4581338.504595048","41.380337628298","2.137368293468205",,,
"﻿75990024281","Centre Tecnologia Educativa",,,"1996-09-17T00:00:00+02:00","2023-10-03T10:45:58.676547+02:00",,,28000,"Via Augusta",4,,31,"la Vila de Gràcia",6,"Gràcia",8006,"BARCELONA","True",,136382,20001,"Telèfons","Tel.",932177400,"True",,56733070,"Informàtica","Planol BCN >> Educació >> Ensenyament no reglat >> Informàtica",651,65103003002002,"429406.4289260175","4583092.014809414","41.39626718081726","2.1555409488880586",,,
"﻿99400275746","Escola Oficial d'Idiomes Barcelona - Guinardó",,,"2011-08-05T09:49:29+02:00","2022-02-03T11:32:36.478409+01:00",,,365702,"Av Mare Déu de Montserrat",78,,33,"el Baix Guinardó",7,"Horta-Guinardó",8024,"BARCELONA","True",,224827,20001,"Telèfons","Tel.",935542005,"True",,56733069,"Idiomes","Planol BCN >> Educació >> Ensenyament no reglat >> Idiomes",651,65103003002001,"430373.15310296445","4585165.591788527","41.415027443450725","2.1668654355595542",,,
"﻿95352131708","Idiomarum. School of Languages",,,"1995-12-18T00:00:00+01:00","2022-09-17T05:17:55.973049+02:00",,,323203,"Sepúlveda",145,,10,"Sant Antoni",2,"Eixample",8011,"BARCELONA","True",,188621,20001,"Telèfons","Tel.",934539414,"True",,56733069,"Idiomes","Planol BCN >> Educació >> Ensenyament no reglat >> Idiomes",651,65103003002001,"429818.44125435146","4581500.108427993","41.381965485161125","2.1606534781589453",,,
"﻿99034095854","Centre de Formació de Persones Adultes Sants - Sant Raimon de Penyafort",,,"1999-02-03T00:00:00+01:00","2022-09-17T05:48:37.508856+02:00",,,369408,"Pg Zona Franca",56,,13,"la Marina de Port",3,"Sants-Montjuïc",8038,"BARCELONA","True",,201825,20001,"Telèfons","Tel.",932233393,"True",,56733068,"Adults","Planol BCN >> Educació >> Ensenyament no reglat >> Adults",651,65103003002000,"428340.1002694317","4578484.791560065","41.35467726257315","2.143331259106856",,,
"﻿92168172716","Centre Educatiu Jesuïtes del Clot",,,"1986-05-06T00:00:00+02:00","2022-08-26T14:24:17.222705+02:00",,,350308,"C València",680,,65,"el Clot",10,"Sant Martí",8027,"BARCELONA","True",,172837,20001,"Telèfons","Tel.","933 525 052","True",,56731069,"Ensenyament infantil (3-6 anys)","Planol BCN >> Educació >> Ensenyament infantil >> Ensenyament infantil (3-6 anys)",651,65103003000001,"432363.55381968745","4584935.60743451","41.41312603124579","2.1907053886762484",,,
"﻿92168172716","Centre Educatiu Jesuïtes del Clot",,,"1986-05-06T00:00:00+02:00","2022-08-26T14:24:17.222705+02:00",,,350308,"C València",680,,65,"el Clot",10,"Sant Martí",8027,"BARCELONA","True",,172837,20001,"Telèfons","Tel.","933 525 052","True",,56733068,"Adults","Planol BCN >> Educació >> Ensenyament no reglat >> Adults",651,65103003002000,"432363.55381968745","4584935.60743451","41.41312603124579","2.1907053886762484",,,
"﻿92168172716","Centre Educatiu Jesuïtes del Clot",,,"1986-05-06T00:00:00+02:00","2022-08-26T14:24:17.222705+02:00",,,350308,"C València",680,,65,"el Clot",10,"Sant Martí",8027,"BARCELONA","True",,172837,20001,"Telèfons","Tel.","933 525 052","True",,56732068,"Educació primària","Planol BCN >> Educació >> Ensenyament reglat >> Educació primària",651,65103003001000,"432363.55381968745","4584935.60743451","41.41312603124579","2.1907053886762484",,,
"﻿92168172716","Centre Educatiu Jesuïtes del Clot",,,"1986-05-06T00:00:00+02:00","2022-08-26T14:24:17.222705+02:00",,,350308,"C València",680,,65,"el Clot",10,"Sant Martí",8027,"BARCELONA","True",,172837,20001,"Telèfons","Tel.","933 525 052","True",,56732069,"Educació secundària","Planol BCN >> Educació >> Ensenyament reglat >> Educació secundària",651,65103003001001,"432363.55381968745","4584935.60743451","41.41312603124579","2.1907053886762484",,,
"﻿92168172716","Centre Educatiu Jesuïtes del Clot",,,"1986-05-06T00:00:00+02:00","2022-08-26T14:24:17.222705+02:00",,,350308,"C València",680,,65,"el Clot",10,"Sant Martí",8027,"BARCELONA","True",,172837,20001,"Telèfons","Tel.","933 525 052","True",,56732073,"Formació professional","Planol BCN >> Educació >> Ensenyament reglat >> Formació professional",651,65103003001005,"432363.55381968745","4584935.60743451","41.41312603124579","2.1907053886762484",,,
"﻿93112143929","Centre de Formació de Persones Adultes  Les Corts",,,"1993-04-22T00:00:00+02:00","2023-03-30T14:22:11.895673+02:00",,,102408,"C Doctor Ibáñez",38,,19,"les Corts",4,"Les Corts",8014,"BARCELONA","True",,173122,20001,"Telèfons","Tel.",937636193,"True",,56733068,"Adults","Planol BCN >> Educació >> Ensenyament no reglat >> Adults",651,65103003002000,"427420.6214301351","4582131.144763588","41.38743624313862","2.131903917807222",,,
"﻿93335144112","Instituto Técnico Práctico INTESA",,,"1993-12-01T00:00:00+01:00","2022-09-17T05:06:38.068134+02:00",,,130403,"C Fontanella",15,,7,"la Dreta de l'Eixample",2,"Eixample",8010,"BARCELONA","True",,174678,20001,"Telèfons","Tel.",932703920,"True",,56733069,"Idiomes","Planol BCN >> Educació >> Ensenyament no reglat >> Idiomes",651,65103003002001,"430798.131591126","4582173.367059769","41.38811418097197","2.172292146698793",,,
"﻿75990349520","CEV, Centre de Comunicació, Imatge i So",,,"1996-09-18T00:00:00+02:00","2023-10-03T10:39:26.334715+02:00",,,253902,"Carrer del Perú",174,176,71,"Provençals del Poblenou",10,"Sant Martí",8020,"Barcelona","False",,151801,20001,"Telèfons","Tel.",931762343,"True",,56733070,"Informàtica","Planol BCN >> Educació >> Ensenyament no reglat >> Informàtica",651,65103003002002,433239842,4584813714,"41.41210144132233","2.201202960160327",,,
"﻿75990349520","CEV, Centre de Comunicació, Imatge i So",,,"1996-09-18T00:00:00+02:00","2023-10-03T10:39:26.334715+02:00",,,253902,"Carrer del Perú",174,176,71,"Provençals del Poblenou",10,"Sant Martí",8020,"Barcelona","False",,151801,20001,"Telèfons","Tel.",931762343,"True",,56732069,"Educació secundària","Planol BCN >> Educació >> Ensenyament reglat >> Educació secundària",651,65103003001001,433239842,4584813714,"41.41210144132233","2.201202960160327",,,
"﻿75990349520","CEV, Centre de Comunicació, Imatge i So",,,"1996-09-18T00:00:00+02:00","2023-10-03T10:39:26.334715+02:00",,,253902,"Carrer del Perú",174,176,71,"Provençals del Poblenou",10,"Sant Martí",8020,"Barcelona","False",,151801,20001,"Telèfons","Tel.",931762343,"True",,56732073,"Formació professional","Planol BCN >> Educació >> Ensenyament reglat >> Formació professional",651,65103003001005,433239842,4584813714,"41.41210144132233","2.201202960160327",,,
"﻿99400120529","Instituto de Estudios Culturales y Lingüísticos Alqantara",,,"2005-07-04T08:30:44+02:00","2022-09-17T06:26:42.194729+02:00",,,250904,"C Pelai",7,,7,"la Dreta de l'Eixample",2,"Eixample",8001,"BARCELONA","True",,213791,20001,"Telèfons","Tel.",933172239,"True",,56733069,"Idiomes","Planol BCN >> Educació >> Ensenyament no reglat >> Idiomes",651,65103003002001,"430293.56054538535","4581933.366298077","41.385909004962805","2.166285312875372",,,
"﻿96295132536","Hispan Tecnologic",,,"1996-10-21T00:00:00+02:00","2022-09-17T05:25:29.265315+02:00",,,144601,"Av Diagonal",404,,7,"la Dreta de l'Eixample",2,"Eixample",8037,"BARCELONA","True",,194773,20001,"Telèfons","Tel.",934592425,"True",,56733070,"Informàtica","Planol BCN >> Educació >> Ensenyament no reglat >> Informàtica",651,65103003002002,"430242.42175738426","4583308.6928692795","41.39829167996943","2.165515330505427",,,
"﻿99400141836","Escola de Bambú",1317100901,"Casa Àsia","2005-09-14T14:47:08+02:00","2023-11-08T08:54:37.378235+01:00",,,44403,"C Bolívia",56,,66,"el Parc i la Llacuna del Poblenou",10,"Sant Martí",8018,"BARCELONA","True",,213362,20001,"Telèfons","Tel.",933680836,"True",,56733069,"Idiomes","Planol BCN >> Educació >> Ensenyament no reglat >> Idiomes",651,65103003002001,"432358.6841025059","4583763.620861937","41.402569891563466","2.1907781213328144",,,
"﻿99400096958","Escola d'Adults Acis",,,"2004-10-01T15:11:00+02:00","2022-09-17T06:19:49.018472+02:00",,,214809,"C Molist",17,,30,"la Salut",6,"Gràcia",8024,"BARCELONA","True",,210787,20001,"Telèfons","Tel.",932847931,"True",,56733068,"Adults","Planol BCN >> Educació >> Ensenyament no reglat >> Adults",651,65103003002000,"429482.60379945696","4584935.941842934","41.41288142480287","2.1562372520588986",,,
"﻿98307135156","Centre de Formació de Persones Adultes Madrid",,,"1998-11-03T00:00:00+01:00","2022-03-28T14:24:18.651625+02:00",,,100209,"C Deià",28,,45,"Porta",8,"Nou Barris",8016,"BARCELONA","True",,200809,20001,"Telèfons","Tel.",934071431,"True",,56733068,"Adults","Planol BCN >> Educació >> Ensenyament no reglat >> Adults",651,65103003002000,"431018.11140083993","4587306.967051637","41.434369650896315","2.1743377499322865",,,
"﻿98307133320","Centre de Formació de Persones Adultes Guinardó",,,"1998-11-03T00:00:00+01:00","2023-03-01T10:06:38.108260+01:00",,,365702,"Av Mare Déu de Montserrat",78,,33,"el Baix Guinardó",7,"Horta-Guinardó",8024,"BARCELONA","True",,200393,20001,"Telèfons","Tel.",934504837,"True",,56733068,"Adults","Planol BCN >> Educació >> Ensenyament no reglat >> Adults",651,65103003002000,"430373.15310296445","4585165.591788527","41.415027443450725","2.1668654355595542",,,
"﻿98047124338","Centre de Formació de Persones Adultes Barceloneta",,,"1998-02-16T00:00:00+01:00","2021-07-30T15:32:08.618728+02:00",,,31900,"C Balboa",11,,3,"la Barceloneta",1,"Ciutat Vella",8003,"BARCELONA","True",,199467,20001,"Telèfons","Tel.",932684542,"True",,56733068,"Adults","Planol BCN >> Educació >> Ensenyament no reglat >> Adults",651,65103003002000,"432128.50579340773","4581509.844804625","41.38225136943415","2.188277233861976",,,
"﻿99400059891","Escola Oficial d'Idiomes Barcelona IV - La Pau",,,"2003-09-04T14:02:47+02:00","2021-07-19T22:11:30.052895+02:00",,,14606,"C Empordà",16,,73,"la Verneda i la Pau",10,"Sant Martí",8020,"BARCELONA","True",,207604,20001,"Telèfons","Tel.",934986290,"True",,56733069,"Idiomes","Planol BCN >> Educació >> Ensenyament no reglat >> Idiomes",651,65103003002001,"433935.07032191905","4586133.252070652","41.42404360479766","2.209376600847056",,,
"﻿75990336559","Centre Japonès Amano Juk",,,"1996-09-18T00:00:00+02:00","2023-10-03T10:41:28.821641+02:00",,,110803,"C Entença",299,,19,"les Corts",4,"Les Corts",8029,"BARCELONA","True",,150407,20001,"Telèfons","Tel.",933218644,"True",,56733069,"Idiomes","Planol BCN >> Educació >> Ensenyament no reglat >> Idiomes",651,65103003002001,"427998.66578225774","4582267.425557415","41.38871561885929","2.1388007500019834",,,
"﻿75990474858","Escola Meytaqui",,,"1997-09-20T00:00:00+02:00","2023-10-03T10:15:37.337560+02:00",,,268003,"C Provença",104,,9,"la Nova Esquerra de l'Eixample",2,"Eixample",8029,"BARCELONA","True",,154490,20001,"Telèfons","Tel.",934199502,"True",,56733070,"Informàtica","Planol BCN >> Educació >> Ensenyament no reglat >> Informàtica",651,65103003002002,"428832.5517644017","4581854.309765168","41.38506904663762","2.1488222273367485",,,
"﻿75990711876","The Lewis School of Languages *Capità Arenas",,,"2001-09-08T00:00:00+02:00","2023-10-03T10:37:52.045772+02:00",,,62507,"C Capità Arenas",3,,21,"Pedralbes",4,"Les Corts",8034,"BARCELONA","True",,158274,20001,"Telèfons","Tel.",934111333,"True",,56733069,"Idiomes","Planol BCN >> Educació >> Ensenyament no reglat >> Idiomes",651,65103003002001,"426972.6707434539","4582319.345830758","41.3890907492558","2.1265240468486533",,,
